USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
paullia+   11679  0.4  1.9 2741676 305348 ?      Sl   14:51   0:59 /snap/firefox/5273/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsLen 37640 -prefMapSize 260216 -jsInitLen 234660 -parentBuildID 20241111090008 -greomni /snap/firefox/5273/usr/lib/firefox/omni.ja -appomni /snap/firefox/5273/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/5273/usr/lib/firefox/browser {1014f907-e049-4198-ab4d-6c52e69039b4} 9606 true 5 tab
paullia+   11936  0.0  0.0  15104  8960 pts/0    Ss   14:51   0:00 bash
paullia+   15499  3.3  1.8 2832792 283648 ?      Sl   14:52   7:33 /snap/firefox/5273/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsLen 37692 -prefMapSize 260216 -jsInitLen 234660 -parentBuildID 20241111090008 -greomni /snap/firefox/5273/usr/lib/firefox/omni.ja -appomni /snap/firefox/5273/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/5273/usr/lib/firefox/browser {aff327ba-841a-425d-97ec-1f74d921287c} 9606 true 13 tab
paullia+   15540  9.8  6.5 11851172 1004764 ?    Sl   14:52  22:08 /snap/firefox/5273/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsLen 37692 -prefMapSize 260216 -jsInitLen 234660 -parentBuildID 20241111090008 -greomni /snap/firefox/5273/usr/lib/firefox/omni.ja -appomni /snap/firefox/5273/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/5273/usr/lib/firefox/browser {a3de53a8-488b-478c-9084-87a209db63aa} 9606 true 14 tab
paullia+   19244  0.0  0.0 701760 14220 ?        Ssl  14:53   0:00 /usr/libexec/xdg-desktop-portal
paullia+   19249  0.0  0.7 1835916 120400 ?      Ssl  14:53   0:03 /usr/libexec/xdg-desktop-portal-gnome
root       30396  0.0  0.0      0     0 ?        I    14:55   0:05 [kworker/1:1-events]
paullia+   33920  2.4  2.3 2902344 356904 ?      Sl   14:57   5:29 /snap/firefox/5273/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsLen 37692 -prefMapSize 260216 -jsInitLen 234660 -parentBuildID 20241111090008 -greomni /snap/firefox/5273/usr/lib/firefox/omni.ja -appomni /snap/firefox/5273/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/5273/usr/lib/firefox/browser {b0364457-3078-40d1-821d-5974969254d4} 9606 true 23 tab
paullia+   33956  0.2  1.2 2571056 190812 ?      Sl   14:57   0:31 /snap/firefox/5273/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsLen 37692 -prefMapSize 260216 -jsInitLen 234660 -parentBuildID 20241111090008 -greomni /snap/firefox/5273/usr/lib/firefox/omni.ja -appomni /snap/firefox/5273/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/5273/usr/lib/firefox/browser {c7ac2c4d-5836-4fa8-bbb1-ea60b9fd8b30} 9606 true 24 tab
paullia+   34106  0.0  0.5 437296 87288 ?        Sl   14:57   0:04 /snap/firefox/5273/usr/lib/firefox/firefox -contentproc -parentBuildID 20241111090008 -prefsLen 46243 -prefMapSize 260216 -appDir /snap/firefox/5273/usr/lib/firefox/browser {1facffaf-1762-4eaf-b8a5-6bfd080c2faf} 9606 true 25 rdd
paullia+   34157  0.3  1.4 2638404 216656 ?      Sl   14:57   0:46 /snap/firefox/5273/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsLen 37692 -prefMapSize 260216 -jsInitLen 234660 -parentBuildID 20241111090008 -greomni /snap/firefox/5273/usr/lib/firefox/omni.ja -appomni /snap/firefox/5273/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/5273/usr/lib/firefox/browser {d97efb69-dbb3-4fbc-be02-fef051d97351} 9606 true 27 tab
paullia+   44179  0.1  1.6 2695672 256616 ?      Sl   15:02   0:20 /snap/firefox/5273/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsLen 37692 -prefMapSize 260216 -jsInitLen 234660 -parentBuildID 20241111090008 -greomni /snap/firefox/5273/usr/lib/firefox/omni.ja -appomni /snap/firefox/5273/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/5273/usr/lib/firefox/browser {61e83130-ad57-49ec-8780-e6ac8869ab93} 9606 true 31 tab
paullia+   44216  0.1  1.1 2601308 170900 ?      Sl   15:02   0:15 /snap/firefox/5273/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsLen 37692 -prefMapSize 260216 -jsInitLen 234660 -parentBuildID 20241111090008 -greomni /snap/firefox/5273/usr/lib/firefox/omni.ja -appomni /snap/firefox/5273/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/5273/usr/lib/firefox/browser {27b23ab5-b22e-4932-a534-4d9f16e839f5} 9606 true 32 tab
paullia+   44927  0.1  1.4 2637708 226684 ?      Sl   15:02   0:16 /snap/firefox/5273/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsLen 37692 -prefMapSize 260216 -jsInitLen 234660 -parentBuildID 20241111090008 -greomni /snap/firefox/5273/usr/lib/firefox/omni.ja -appomni /snap/firefox/5273/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/5273/usr/lib/firefox/browser {2f912611-9b66-4ef1-8305-e6d26e8adbed} 9606 true 33 tab
paullia+   52956  0.0  0.0   8432  5888 ?        S    15:06   0:00 /usr/bin/ssh-agent -D -a /run/user/1000/keyring/.ssh
root       78359  0.0  0.0      0     0 ?        I    15:29   0:03 [kworker/2:1-events]
root       80945  0.0  0.0      0     0 ?        I    15:44   0:01 [kworker/4:1-mm_percpu_wq]
root       89255  0.0  0.0      0     0 ?        I    16:33   0:01 [kworker/7:0-mm_percpu_wq]
root       95057  0.0  0.0      0     0 ?        I    17:10   0:00 [kworker/5:1-mm_percpu_wq]
root       96915  0.0  0.0      0     0 ?        I    17:19   0:00 [kworker/0:0-events]
root      106040  0.1  0.0      0     0 ?        I    18:09   0:02 [kworker/u32:0-gfx_low]
root      106890  0.0  0.0      0     0 ?        I    18:17   0:00 [kworker/0:2-cgroup_destroy]
root      107090  0.0  0.0      0     0 ?        I    18:19   0:00 [kworker/6:1-cgroup_destroy]
root      107512  0.0  0.0      0     0 ?        I<   18:24   0:00 [kworker/u33:0-rtw_tx_wq]
root      107513  0.2  0.0      0     0 ?        I    18:24   0:01 [kworker/u32:1-events_unbound]
paullia+  107554  0.1  0.3 3139544 57900 ?       Sl   18:24   0:00 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com/app
root      107674  0.0  0.0      0     0 ?        I    18:24   0:00 [kworker/7:1-cgroup_destroy]
root      107729  0.0  0.0      0     0 ?        I<   18:24   0:00 [kworker/u33:2-rtw_tx_wq]
paullia+  108255  0.1  0.0 119888  9220 ?        Ssl  18:25   0:01 /usr/bin/speech-dispatcher -s -t 0
paullia+  108268  0.0  0.0      0     0 ?        Z    18:25   0:00 [sd_espeak-ng-mb] <defunct>
paullia+  108292  0.0  0.0  33672  9984 ?        Sl   18:25   0:00 /usr/lib/speech-dispatcher-modules/sd_espeak-ng /etc/speech-dispatcher/modules/espeak-ng.conf
paullia+  108295  0.0  0.0      0     0 ?        Z    18:25   0:00 [sd_dummy] <defunct>
paullia+  108297  0.0  0.0   5668  2560 ?        S    18:25   0:00 /usr/lib/speech-dispatcher-modules/sd_openjtalk /etc/speech-dispatcher/modules/openjtalk.conf
paullia+  108377  0.0  0.0  15104  9344 pts/1    Ss   18:26   0:00 bash
root      108404  0.2  0.0      0     0 ?        I    18:26   0:01 [kworker/u32:5-gfx_low]
root      108854  0.0  0.0      0     0 ?        I    18:26   0:00 [kworker/2:2-cgroup_destroy]
root      108904  0.0  0.0      0     0 ?        I    18:27   0:00 [kworker/4:0-events]
paullia+  109074  3.2  1.2 2678080 190052 ?      Sl   18:28   0:16 /usr/bin/gnome-system-monitor
paullia+  109246  0.0  0.5 2424356 79060 ?       Sl   18:29   0:00 /snap/firefox/5273/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsLen 37974 -prefMapSize 260216 -jsInitLen 234660 -parentBuildID 20241111090008 -greomni /snap/firefox/5273/usr/lib/firefox/omni.ja -appomni /snap/firefox/5273/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/5273/usr/lib/firefox/browser {ed72cf9b-b555-4fbc-94ab-f81f95d0312f} 9606 true 39 tab
paullia+  109249  0.0  0.5 2424352 77952 ?       Sl   18:29   0:00 /snap/firefox/5273/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsLen 37974 -prefMapSize 260216 -jsInitLen 234660 -parentBuildID 20241111090008 -greomni /snap/firefox/5273/usr/lib/firefox/omni.ja -appomni /snap/firefox/5273/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/5273/usr/lib/firefox/browser {d9443841-62a8-42cc-ac46-a114bbfa7def} 9606 true 40 tab
paullia+  109338  0.0  0.5 2424352 77312 ?       Sl   18:29   0:00 /snap/firefox/5273/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsLen 37974 -prefMapSize 260216 -jsInitLen 234660 -parentBuildID 20241111090008 -greomni /snap/firefox/5273/usr/lib/firefox/omni.ja -appomni /snap/firefox/5273/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/5273/usr/lib/firefox/browser {9100bead-e73c-4b80-b0ba-2d2ce43b467f} 9606 true 41 tab
root      109498  0.0  0.0      0     0 ?        I    18:29   0:00 [kworker/5:0-cgroup_destroy]
paullia+  110660  0.0  0.0 140940 14208 pts/0    S+   18:30   0:00 bun run dev
paullia+  110661  0.2  0.7 34355248 120372 pts/0 Sl+  18:30   0:00 node /home/paulliano/Desktop/my-codes/village-square/node_modules/.bin/next dev --turbopack
paullia+  110681  1.1  2.0 25481428 316332 pts/0 Sl+  18:30   0:05 next-server (v15.0.3)
root      111642  0.0  0.0      0     0 ?        I    18:30   0:00 [kworker/1:0-mm_percpu_wq]
root      111643  0.0  0.0      0     0 ?        I    18:30   0:00 [kworker/3:0-cgroup_destroy]
root      115838  0.1  0.0      0     0 ?        I    18:31   0:00 [kworker/u32:2-events_power_efficient]
root      117883  0.0  0.0      0     0 ?        I    18:32   0:00 [kworker/6:0-cgroup_destroy]
root      118924  0.0  0.0      0     0 ?        I    18:32   0:00 [kworker/2:0-cgroup_destroy]
root      119999  0.0  0.0      0     0 ?        I<   18:33   0:00 [kworker/u33:1-rtw_tx_wq]
root      126792  0.0  0.0      0     0 ?        I    18:35   0:00 [kworker/7:2]
root      126877  0.0  0.0      0     0 ?        I    18:35   0:00 [kworker/3:1-cgroup_destroy]
root      128957  0.0  0.0      0     0 ?        I    18:36   0:00 [kworker/0:1]
paullia+  130880  300  0.0  13892  4736 pts/1    R+   18:37   0:00 ps aux
